"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x321252586","x1326104952217853952",2020-11-10 10:10:33,"solustaurum","@skiput_ Kalo gue sih mendingan si cewenya dipesenin gojek, biar ga ngerepotin terus kaga berat juga dorongnya wkwkwkwk","Twitter for Android",110,"x1326045887047479296","x352364656","skiput_",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x352364656","skiput_","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/solustaurum/status/1326104952217853952","Nugroho, Tito","Neither in heaven or hell","Tyrannus et Imperium.
PSN : ngrhtito21",,FALSE,354,131,1,38337,476,2011-06-21 08:07:41,FALSE,,,,"https://pbs.twimg.com/profile_banners/321252586/1585998927","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1322128083017555969/tEXQJHK__normal.jpg"
"x1254225309919895554","x1326104934496919554",2020-11-10 10:10:28,"AprilliyaniAfni","jadi gini aku first time jajan ke tekun sendirian, ga first time sih suka jajan tekun tapi gofood gojek, dengan pede nya aku mesen ""a pesen mangga yakult 2, lyce yakult 3"" si aa malah diem natap urang, trus bilang ""teh maaf, pesennya sebelah sana"" anjim malunya sampe skrg:(","Twitter for Android",274,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AprilliyaniAfni/status/1326104934496919554","APRIL","","aku cantik titik gapake koma kalo kamu bilang aku jelek mata kamu buta","https://t.co/imttU8MV5v",FALSE,106,184,0,345,530,2020-04-26 01:46:48,FALSE,"https://t.co/imttU8MV5v","http://instagram.com/afniaprilliyani",,"https://pbs.twimg.com/profile_banners/1254225309919895554/1604503866",,"http://pbs.twimg.com/profile_images/1321114580685254656/wAePziyK_normal.jpg"
"x2834029304","x1326104558938939392",2020-11-10 10:08:59,"bagusdimas41","@gojekindonesia saya mengalami kendala saat akan mengganti nomor hp pada akun gojek, tertera anda baru bisa mengubah setelah 1x24jam padahal ini sudah 1x24 jam lebih, mohon bantuannya","Twitter for iPhone",183,,"x226481275","gojekindonesia",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x226481275","gojekindonesia","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/bagusdimas41/status/1326104558938939392","Dimas Bagus","sidoarjo","",,FALSE,73,78,0,1592,161,2014-09-27 13:04:30,FALSE,,,,"https://pbs.twimg.com/profile_banners/2834029304/1584006879","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1316546719123865600/I52kBW2u_normal.jpg"
"x253935227","x1326104476327972865",2020-11-10 10:08:39,"xdwngk","Udah 1x24jam Gopay ku belum dibalikin sama pihak gojek. Di dm ga dibaca. Perusahaan gede kok lucu sekali :)))))","Twitter for Android",111,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/xdwngk/status/1326104476327972865","ban childe (marksman)","","あなたのことが好きすぎてたまらないんです",,FALSE,1514,487,10,309097,13656,2011-02-18 08:11:43,FALSE,,,,"https://pbs.twimg.com/profile_banners/253935227/1570756868","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1319872154876272640/Fkdj2M9p_normal.jpg"
"x1177889535272734720","x1326104414617137153",2020-11-10 10:08:24,"transonlinecom","Bayar PBB di Kota Bogor Bisa Gunakan GoPay Lewat Fitur GoTagihan di Aplikasi Gojek https://t.co/4EKAUzFd5S via @transonlinecom","TweetDeck",126,,,,FALSE,FALSE,0,0,,,,,"transonlinewatch.com/bayar-pbb-di-k…","https://t.co/4EKAUzFd5S","https://www.transonlinewatch.com/bayar-pbb-di-kota-bogor-bisa-gunakan-gopay-lewat-fitur-gotagihan-di-aplikasi-gojek/",,,,,,,,,"x1177889535272734720","transonlinecom","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/transonlinecom/status/1326104414617137153","transonlinewatchcom","Indonesia","https://t.co/YAntneOIs9 adalah media Perkumpulan Masyarakat Peduli Transportasi Daring. Email: transonlinewatchcom@gmail.com","https://t.co/iOQZqqqJrt",FALSE,88,24,0,1754,16,2019-09-28 10:15:38,FALSE,"https://t.co/iOQZqqqJrt","http://www.transonlinewatch.com/",,,,"http://pbs.twimg.com/profile_images/1177889631074832384/Y3a1P9st_normal.jpg"
"x94811790","x1326104360619712513",2020-11-10 10:08:12,"sorayashf","Gojek gue ngajak ngobrol, tp yg gue denger cuma “baba ciwiw” “maciw maciw” 😭😭","Twitter for iPhone",77,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/sorayashf/status/1326104360619712513","afa","fireflies’s grave","mahkluk individualis",,FALSE,35,101,0,429,224,2009-12-05 15:32:03,FALSE,,,,"https://pbs.twimg.com/profile_banners/94811790/1603341750","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/1325799419933941760/430GRqlD_normal.jpg"
"x1077162180875698176","x1326103613572198401",2020-11-10 10:05:13,"KITHES4CHAN","SENDING HIM GOJEK RN https://t.co/QklXFYJbTB","Twitter for Android",20,,,,TRUE,FALSE,0,0,,,,,"twitter.com/swagsvng/statu…","https://t.co/QklXFYJbTB","https://twitter.com/swagsvng/status/1326088897168695298",,,,,,,,,,,"in","x1326088897168695298","HELLP I STOLE CHANS LAPTOP AND I CANT FIND A WAY OUTT https://t.co/FbR6yQuTrc",2020-11-10 09:06:45,"Twitter for Android",2623,581,"x1310254454956912640","swagsvng","robin in jail",377,238,2248,"DEAN♡","  He/Him + Mech/Mechie",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/KITHES4CHAN/status/1326103613572198401","raissa","SHE/HER 17 | carrd on work !!","content 📂: photos of chan while he eats, smiles, sings, sleeps, pout and doing +999 other things",,FALSE,108,110,0,1534,4329,2018-12-24 11:20:51,FALSE,,,,"https://pbs.twimg.com/profile_banners/1077162180875698176/1604899751",,"http://pbs.twimg.com/profile_images/1325770178244694016/eiPgmyHS_normal.jpg"
"x1120663424495579141","x1326103169726730240",2020-11-10 10:03:28,"deviparamitaaa","Td naik gojek bpknya cerita abis dihipnotis, duh manusia gaada akalnya","Twitter for iPhone",70,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/deviparamitaaa/status/1326103169726730240","Ndepp","Tangerang, Indonesia","mon maap, bucin komplek mana lu?",,FALSE,106,140,0,168,30,2019-04-23 12:19:16,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1324440318800883718/Bz1iY6Uc_normal.jpg"
"x1256790963105574912","x1326103156279816192",2020-11-10 10:03:24,"tobangardo","Udah lama nggak lihat iklan copy-based keren dengan naskah brilian seperti iklan @gopayindonesia ini.

Tiap adegannya sampai harus di-pause karena saking banyaknya detail kocak di sana-sini. Endingnya Happy Endang! 🤣🤣🤣

Bravo Gojek Creative Labs! 👏👏👏 https://t.co/wUv2jLBfjv","Twitter for Android",140,,,,FALSE,TRUE,0,6939,,,,,,,,,,,,,,,,"x8102722 x1024522797513461760","pipis gopayindonesia","in",,,,,,,,,,,,,,,,"x1323988100821864449","Udah lama nggak lihat iklan copy-based keren dengan naskah brilian seperti iklan @gopayindonesia ini.

Tiap adegannya sampai harus di-pause karena saking banyaknya detail kocak di sana-sini. Endingnya Happy Endang! 🤣🤣🤣

Bravo Gojek Creative Labs! 👏👏👏 https://t.co/wUv2jLBfjv",2020-11-04 13:58:56,"Twitter for Android",14250,6939,"x8102722","pipis","Pribadi P. | IG: @pipu",34014,842,148837,"Jakarta","Talent: #GaringGirang◽Writer: #SetahunBerkisah & #JakartaBandungJogja◽Interest: Creative marketing, Japanese music & movies◽Mood booster: Wife and daughter",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/tobangardo/status/1326103156279816192","tobangar kwaila","Texas, MI","Ein feste Burg ist unser Gott","https://t.co/HEwYl4nXVd",FALSE,19,41,0,51,53,2020-05-03 03:41:38,FALSE,"https://t.co/HEwYl4nXVd","https://api.whatsapp.com/send?phone=+15073063964",,"https://pbs.twimg.com/profile_banners/1256790963105574912/1588824840",,"http://pbs.twimg.com/profile_images/1299085039813050368/BIj8GCD4_normal.jpg"
"x84779971","x1326103131772497920",2020-11-10 10:03:19,"Yeneza","⭐⭐⭐⭐⭐ 
Respect buat #DriverJempolan Gojek, Pak Sagino 👍 https://t.co/lNu8JnO9IX","Twitter for Android",75,,,,FALSE,TRUE,0,15,,,"DriverJempolan",,,,,,,,,,,,,"x226481275","gojekindonesia","in",,,,,,,,,,,,,,,,"x1326098282381074432","⭐⭐⭐⭐⭐ 
Respect buat #DriverJempolan Gojek, Pak Sagino 👍 https://t.co/lNu8JnO9IX",2020-11-10 09:44:02,"Twitter for Android",73,15,"x226481275","gojekindonesia","Gojek Indonesia",965848,70098,492044,"Jakarta, Indonesia","👆Solv, logo Gojek yang baru! Simbol atas segala solusi untuk beragam situasi.  Karena masalah akan selalu ada, tapi dengan Gojek #PastiAdaJalan.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Yeneza/status/1326103131772497920","Y.A","Indonesia","https://t.co/UiSKGGZPuF ♉ and find me on YouTube Yeneza Andarie.","https://t.co/gGL15xzEbz",FALSE,1079,520,3,39066,217,2009-10-24 06:07:40,FALSE,"https://t.co/gGL15xzEbz","http://yenezaandarie.blogspot.com/",,"https://pbs.twimg.com/profile_banners/84779971/1558890934","http://abs.twimg.com/images/themes/theme17/bg.gif","http://pbs.twimg.com/profile_images/1313894628819517440/Azm0kbt5_normal.jpg"
"x59449494","x1326103111727947776",2020-11-10 10:03:14,"erickfrds","⭐⭐⭐⭐⭐ 
Respect buat #DriverJempolan Gojek, Pak Sagino 👍 https://t.co/lNu8JnO9IX","Twitter for Android",75,,,,FALSE,TRUE,0,15,,,"DriverJempolan",,,,,,,,,,,,,"x226481275","gojekindonesia","in",,,,,,,,,,,,,,,,"x1326098282381074432","⭐⭐⭐⭐⭐ 
Respect buat #DriverJempolan Gojek, Pak Sagino 👍 https://t.co/lNu8JnO9IX",2020-11-10 09:44:02,"Twitter for Android",73,15,"x226481275","gojekindonesia","Gojek Indonesia",965848,70098,492044,"Jakarta, Indonesia","👆Solv, logo Gojek yang baru! Simbol atas segala solusi untuk beragam situasi.  Karena masalah akan selalu ada, tapi dengan Gojek #PastiAdaJalan.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/erickfrds/status/1326103111727947776","Erick Firdaus","","IG: @erickfrds","https://t.co/Pxaz2zD5bg",FALSE,1247,403,9,165351,204,2009-07-23 12:46:32,FALSE,"https://t.co/Pxaz2zD5bg","https://goo.gl/i0tx4E",,"https://pbs.twimg.com/profile_banners/59449494/1559970387","http://abs.twimg.com/images/themes/theme4/bg.gif","http://pbs.twimg.com/profile_images/1323592817583665152/Y2gu5Sqs_normal.jpg"
"x1221458374996267009","x1326102917657452544",2020-11-10 10:02:28,"diaryma_gojek","@tigaNasi @ryan_nus @Dede_Ojol Jangan.... 

Kurang cespleng, gimana kalo racun tikus aja 🙄","Twitter for Android",59,"x1326095367063048192","x1067048794112483328","tigaNasi",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1067048794112483328 x637139971 x2831976122","tigaNasi ryan_nus Dede_Ojol","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/diaryma_gojek/status/1326102917657452544","#ButuhDriver #GOTJastip #JastipDHKH","DKI Jakarta, Indonesia","OPEN PO JASTIP ALL DAY
#GojekOnTwit","https://t.co/HTh4VNityM",FALSE,587,368,1,5136,516,2020-01-26 15:42:41,FALSE,"https://t.co/HTh4VNityM","https://bit.ly/jastipgorim",,"https://pbs.twimg.com/profile_banners/1221458374996267009/1596276457",,"http://pbs.twimg.com/profile_images/1325462217760727041/nASwy5ff_normal.jpg"
"x1221458374996267009","x1326090235566960640",2020-11-10 09:12:04,"diaryma_gojek","@Agungkenzo @Dede_Ojol Cees ku ga muncul-muncul,
Rating cust emang ga boong 😑","Twitter Web App",54,"x1326089865658683392","x368579683","Agungkenzo",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x368579683 x2831976122","Agungkenzo Dede_Ojol","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/diaryma_gojek/status/1326090235566960640","#ButuhDriver #GOTJastip #JastipDHKH","DKI Jakarta, Indonesia","OPEN PO JASTIP ALL DAY
#GojekOnTwit","https://t.co/HTh4VNityM",FALSE,587,368,1,5136,516,2020-01-26 15:42:41,FALSE,"https://t.co/HTh4VNityM","https://bit.ly/jastipgorim",,"https://pbs.twimg.com/profile_banners/1221458374996267009/1596276457",,"http://pbs.twimg.com/profile_images/1325462217760727041/nASwy5ff_normal.jpg"
"x1221458374996267009","x1326090551846862851",2020-11-10 09:13:19,"diaryma_gojek","@tigaNasi Itu salah satu varian anggrek","Twitter Web App",29,"x1326090016758538240","x1067048794112483328","tigaNasi",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1067048794112483328","tigaNasi","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/diaryma_gojek/status/1326090551846862851","#ButuhDriver #GOTJastip #JastipDHKH","DKI Jakarta, Indonesia","OPEN PO JASTIP ALL DAY
#GojekOnTwit","https://t.co/HTh4VNityM",FALSE,587,368,1,5136,516,2020-01-26 15:42:41,FALSE,"https://t.co/HTh4VNityM","https://bit.ly/jastipgorim",,"https://pbs.twimg.com/profile_banners/1221458374996267009/1596276457",,"http://pbs.twimg.com/profile_images/1325462217760727041/nASwy5ff_normal.jpg"
"x1221458374996267009","x1326088899370786818",2020-11-10 09:06:45,"diaryma_gojek","@tigaNasi Anggrek bulan bukan ?","Twitter Web App",21,"x1326088574991699969","x1067048794112483328","tigaNasi",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1067048794112483328","tigaNasi","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/diaryma_gojek/status/1326088899370786818","#ButuhDriver #GOTJastip #JastipDHKH","DKI Jakarta, Indonesia","OPEN PO JASTIP ALL DAY
#GojekOnTwit","https://t.co/HTh4VNityM",FALSE,587,368,1,5136,516,2020-01-26 15:42:41,FALSE,"https://t.co/HTh4VNityM","https://bit.ly/jastipgorim",,"https://pbs.twimg.com/profile_banners/1221458374996267009/1596276457",,"http://pbs.twimg.com/profile_images/1325462217760727041/nASwy5ff_normal.jpg"
